DATE_TIME,LONGITUDE,LATITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES
2024-07-01 00:00:00,28.2293701171875,41.1245727539063,sxk1fq,38,125,92,51
2024-07-01 00:00:00,28.9434814453125,41.0861206054688,sxk9dx,1,59,28,118
2024-07-01 00:00:00,28.5919189453125,41.2619018554688,sxk6dx,93,93,93,1
2024-07-01 00:00:00,28.1195068359375,41.0751342773438,sx7cxv,29,156,82,77
2024-07-01 00:00:00,29.2730712890625,41.0366821289063,sxkc6n,1,161,67,198
2024-07-01 00:00:00,28.7237548828125,41.0531616210938,sxk3t9,2,133,50,281
2024-07-01 00:00:00,28.8116455078125,41.1630249023438,sxk6pt,64,172,96,187
2024-07-01 00:00:00,28.9544677734375,41.0806274414063,sxk9dy,2,112,49,141
2024-07-01 00:00:00,29.4268798828125,41.1080932617188,sxkcve,58,110,77,12
2024-07-01 00:00:00,28.9544677734375,41.0861206054688,sxk9dz,4,77,31,131
2024-07-01 00:00:00,28.8446044921875,41.0092163085938,sxk923,1,52,24,82
2024-07-01 00:00:00,29.2071533203125,40.9432983398438,sxkbbt,45,140,88,51
2024-07-01 00:00:00,28.7017822265625,40.9872436523438,sxk3jj,4,83,36,46
2024-07-01 00:00:00,28.9874267578125,41.2289428710938,sxkde9,72,169,99,21
2024-07-01 00:00:00,28.0426025390625,41.1959838867188,sx7fq5,62,162,102,36
2024-07-01 00:00:00,28.7127685546875,41.0641479492188,sxk3t7,6,70,34,13
2024-07-01 00:00:00,29.0533447265625,41.1630249023438,sxkdjj,7,68,35,23
2024-07-01 00:00:00,28.8336181640625,41.0256958007813,sxk92h,2,50,21,78
2024-07-01 00:00:00,28.2293701171875,41.1300659179688,sxk1fr,38,169,92,39
2024-07-01 00:00:00,29.2401123046875,40.9817504882813,sxkc1k,33,75,57,27
2024-07-01 00:00:00,28.7347412109375,41.1904907226563,sxk6mf,6,60,32,27
2024-07-01 00:00:00,28.9874267578125,41.0586547851563,sxk9ed,3,57,25,78
2024-07-01 00:00:00,28.7127685546875,41.0586547851563,sxk3t6,4,130,56,247
2024-07-01 00:00:00,29.2071533203125,40.9378051757813,sxkbbs,40,140,86,81
2024-07-01 00:00:00,28.8555908203125,41.2344360351563,sxkd8d,51,110,77,15
2024-07-01 00:00:00,28.6907958984375,41.0641479492188,sxk3sg,13,56,31,17
2024-07-01 00:00:00,29.1851806640625,40.9158325195313,sxkbb0,14,130,74,214
2024-07-01 00:00:00,28.4600830078125,41.2014770507813,sxk4rs,80,131,101,10
2024-07-01 00:00:00,28.6468505859375,41.0916137695313,sxk3gb,11,81,46,27
2024-07-01 00:00:00,28.4271240234375,41.0366821289063,sxk1qy,3,80,28,47
2024-07-01 00:00:00,28.9874267578125,41.0641479492188,sxk9ee,1,101,33,158
2024-07-01 00:00:00,28.9215087890625,41.1465454101563,sxkd44,14,80,38,22
2024-07-01 00:00:00,28.7677001953125,41.2399291992188,sxk6we,49,163,92,85
2024-07-01 00:00:00,28.9984130859375,41.0586547851563,sxk9ef,2,46,23,38
2024-07-01 00:00:00,28.6907958984375,41.0586547851563,sxk3sf,2,123,57,224
2024-07-01 00:00:00,29.2620849609375,40.8993530273438,sxkb9v,7,69,40,81
2024-07-01 00:00:00,29.4268798828125,41.1135864257813,sxkcvs,39,116,76,11
2024-07-01 00:00:00,28.9984130859375,41.0696411132813,sxk9eu,4,86,24,90
2024-07-01 00:00:00,29.0093994140625,41.0531616210938,sxk9s1,5,95,41,108
2024-07-01 00:00:00,29.2840576171875,40.9048461914063,sxkbdq,2,68,29,94
2024-07-01 00:00:00,28.4820556640625,41.0586547851563,sxk384,6,145,50,56
2024-07-01 00:00:00,29.3499755859375,40.8883666992188,sxkbeg,46,103,75,28
2024-07-01 00:00:00,29.3280029296875,40.8938598632813,sxkbek,99,99,99,1
2024-07-01 00:00:00,28.6029052734375,41.0256958007813,sxk36u,5,91,52,126
2024-07-01 00:00:00,29.2510986328125,40.9707641601563,sxkc1d,2,134,43,343
2024-07-01 00:00:00,29.3170166015625,40.9103393554688,sxkbep,5,71,31,208
2024-07-01 00:00:00,29.2950439453125,40.9432983398438,sxkbft,4,69,46,42
2024-07-01 00:00:00,28.5919189453125,41.0256958007813,sxk36s,8,113,45,127
2024-07-01 00:00:00,29.2620849609375,40.9652709960938,sxkc1c,9,74,29,11
2024-07-01 00:00:00,29.3060302734375,40.9378051757813,sxkbfu,7,85,54,45
2024-07-01 00:00:00,28.8336181640625,41.0037231445313,sxk920,4,44,20,64
2024-07-01 00:00:00,28.4600830078125,41.0311889648438,sxk1rt,13,94,58,61
2024-07-01 00:00:00,29.4927978515625,41.1575317382813,sxkfph,76,115,88,11
2024-07-01 00:00:00,29.3389892578125,40.9158325195313,sxkbg8,17,139,79,38
2024-07-01 00:00:00,28.5809326171875,41.0256958007813,sxk36k,3,102,30,95
2024-07-01 00:00:00,28.5479736328125,41.0311889648438,sxk33t,56,90,67,9
2024-07-01 00:00:00,29.1851806640625,40.9927368164063,sxkc0n,7,129,72,330
2024-07-01 00:00:00,29.3389892578125,40.9213256835938,sxkbg9,8,128,66,58
2024-07-01 00:00:00,28.5589599609375,41.0202026367188,sxk33g,13,97,42,137
2024-07-01 00:00:00,29.1961669921875,40.9872436523438,sxkc0m,8,154,75,328
2024-07-01 00:00:00,28.8555908203125,41.0202026367188,sxk92e,1,43,18,52
2024-07-01 00:00:00,29.3499755859375,40.9158325195313,sxkbgb,25,151,91,241
2024-07-01 00:00:00,29.3280029296875,40.9542846679688,sxkbgr,26,113,65,87
2024-07-01 00:00:00,28.5589599609375,41.0147094726563,sxk33f,6,116,37,121
2024-07-01 00:00:00,29.3389892578125,40.9378051757813,sxkbgs,50,133,86,96
2024-07-01 00:00:00,28.6248779296875,41.1465454101563,sxk656,25,104,62,31
2024-07-01 00:00:00,28.4710693359375,41.0256958007813,sxk1ru,9,129,65,63
2024-07-01 00:00:00,29.1961669921875,40.9817504882813,sxkc0k,3,139,62,147
2024-07-01 00:00:00,29.4927978515625,41.1630249023438,sxkfpj,78,84,81,5
2024-07-01 00:00:00,29.3389892578125,40.9432983398438,sxkbgt,37,117,75,44
2024-07-01 00:00:00,29.3829345703125,40.8059692382813,sxkbhs,27,125,82,76
2024-07-01 00:00:00,28.4600830078125,41.0531616210938,sxk1x9,7,125,52,35
2024-07-01 00:00:00,29.4049072265625,40.7894897460938,sxkbj1,5,147,80,220
2024-07-01 00:00:00,29.1961669921875,40.9707641601563,sxkc06,8,77,32,29
2024-07-01 00:00:00,28.8665771484375,41.0147094726563,sxk92f,4,62,19,47
2024-07-01 00:00:00,28.3831787109375,41.0641479492188,sxk1tg,59,137,87,13
2024-07-01 00:00:00,29.4158935546875,40.7839965820313,sxkbj2,6,111,50,116
2024-07-01 00:00:00,28.4490966796875,41.0531616210938,sxk1x3,7,163,85,76
2024-07-01 00:00:00,29.3719482421875,40.8499145507813,sxkbkk,42,146,91,108
2024-07-01 00:00:00,29.1851806640625,40.9762573242188,sxkc05,11,82,36,10
2024-07-01 00:00:00,28.8226318359375,41.2399291992188,sxk6xg,24,145,68,44
2024-07-01 00:00:00,29.3719482421875,40.8554077148438,sxkbkm,34,138,80,108
2024-07-01 00:00:00,28.4381103515625,41.0531616210938,sxk1x1,64,140,96,44
2024-07-01 00:00:00,28.3612060546875,41.0916137695313,sxk1v2,61,142,94,61
2024-07-01 00:00:00,29.1851806640625,40.9707641601563,sxkc04,11,68,36,10
2024-07-01 00:00:00,29.4049072265625,40.8554077148438,sxkbmj,33,163,97,212
2024-07-01 00:00:00,28.8116455078125,41.1410522460938,sxk6p9,33,166,85,183
2024-07-01 00:00:00,28.3612060546875,41.0861206054688,sxk1tr,63,159,94,33
2024-07-01 00:00:00,29.4158935546875,40.8499145507813,sxkbmk,38,155,96,188
