LATITUDE_DENSE,LONGITUDE_DENSE,TÜR,MAHAL ADI,İLÇE,LATITUDE_PARK,LONGITUDE_PARK
40.9872436523438,28.8336181640625,Kamu,İBB BAKIRKÖY SELENİUM ÇEM BAHÇESİ,Bakırköy,40.99084100,28.83690400
40.9872436523438,28.8336181640625,Metro Çıkışı,YENİBOSNA METRO İSTASYONU ÇEVRESİ,Bakırköy,40.989910,28.838136
41.0641479492188,28.6248779296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM HADIMKÖY KAVŞAĞI - E5 HADIMKÖY KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Esenyurt / Büyükçekmece,41.06691479,28.62084389
41.0092163085938,29.0863037109375,Kamu,İBB ATAŞEHİR ESATPAŞA ÇEM BAHÇESİ,Ataşehir,41.00508916,29.08605427
41.1026000976563,28.8555908203125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ASKERİ KUŞAKLAMA YOLU ORTA VE YAN REFÜJLER,Sultangazi,41.10033460,28.85552645
40.9982299804688,28.8665771484375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",İNCİRLİ KAVŞAĞI,Bakırköy,40.99701036,28.87008548
41.1026000976563,29.0643310546875,Park,BEYKOZ KANLICA PARKI,Beykoz,41.09996674,29.06574994
40.9487915039063,29.3939208984375,Cadde (Kavşak ve Refüj),BALLICA CADDESİ ORTA VE YAN REFÜJLER,Tuzla,40.95203758,29.39338446
40.9487915039063,29.3939208984375,Kamu,FORMULA PİSTİ BAHÇESİ,Tuzla,40.94704186,29.39293921
40.9762573242188,28.8885498046875,Park,AYTEKİN KOTİL PARKI,Bakırköy,40.97740700,28.88432000
40.9762573242188,28.8885498046875,Park,BAKIRKÖY SAKIZAĞACI PARKI,Bakırköy,40.97855300,28.88447400
40.9872436523438,28.9105224609375,Park,KAZLIÇEŞME SAHİL PARKI,Zeytinburnu,40.98719138,28.91345680
40.9872436523438,28.9105224609375,Park,ŞEHİT ESRA TEKİN - HAKAN TEKİN PARKI,Zeytinburnu,40.98886374,28.91169727
40.9872436523438,28.9105224609375,Kamu,İBB ZEYTİNBURNU SOSYAL TESİSLERİ BAHÇESİ,Zeytinburnu,40.98513427,28.90604585
41.0806274414063,28.8995361328125,Kamu,İBB BARBAROS HAYRETTİNPAŞA GENÇLİK VE ÇEM BAHÇESİ,Gaziosmanpaşa,41.07659733,28.89915526
41.1135864257813,29.0423583984375,Cadde (Kavşak ve Refüj),İSTİNYE BAYIRI CADDESİ ORTA VE YAN REFÜJLER,Sarıyer,41.11177160,29.03925776
41.1135864257813,29.0423583984375,Park,POLİGON PARKI,Sarıyer,41.11648608,29.04118896
41.1190795898438,28.4930419921875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ÇATALCA KUZEY MARMARA OTOYOLU BAĞLANTI KAVŞAĞI - ÇAKIL KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Çatalca,41.11812687,28.49606752
41.0806274414063,29.0203857421875,Metro Çıkışı,NİSPETİYE METRO İSTASYONU ÇIKIŞI VE ÇEVRESİ,Beşiktaş,41.07731068,29.02424902
40.9927368164063,29.0863037109375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",GÖZTEPE KAVŞAĞI - KOZYATAĞI ARASI YAN REFÜJLER,Kadıköy,40.988565,29.084164
40.9432983398438,29.3939208984375,Kamu,FORMULA PİSTİ BAHÇESİ,Tuzla,40.94704186,29.39293921
41.1135864257813,29.0313720703125,Kamu,MİT MASLAK YERLEŞKESİ BAHÇESİ,Sarıyer,41.11427943,29.02605057
41.1135864257813,29.0313720703125,Park,PINAR MAHALLESİ PARKI,Sarıyer,41.11481651,29.03447228
41.0037231445313,29.0093994140625,Cadde (Kavşak ve Refüj),HAREM - UZUNÇAYIR KAVŞAĞI ARASI YAN REFÜJLER,Üsküdar,41.007231,29.011944
41.0037231445313,29.0093994140625,Park,GÜMRÜK PARKI,Üsküdar,41.00524502,29.01436687
41.0861206054688,28.8665771484375,Kamu,İBB HAMZA YERLİKAYA SPOR KOMPLEKSİ BAHÇESİ,Sultangazi,41.08686391,28.87058437
41.1026000976563,29.0093994140625,Kamu,AYAZAĞA KASRI BAHÇESİ,Sarıyer,41.10674555,29.00713563
41.1026000976563,29.0093994140625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HARP AKADEMİLERİ KAVŞAĞI,Sarıyer,41.09959888,29.00783300
40.9927368164063,28.6907958984375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HARAMİDERE KAVŞAĞI AVCILAR DOLUM TESİSLERİ ARASI (SARI ZEYBEK CADDESİ),Beylikdüzü / Avcılar,40.98850949,28.69274166
41.0037231445313,29.2730712890625,Cadde (Kavşak ve Refüj),BARAJ YOLU CADDESİ,Sultanbeyli,41.00315609,29.27137613
41.0037231445313,29.2730712890625,Cadde (Kavşak ve Refüj),BASRA CADDESİ,Sultanbeyli,41.00144765,29.26857591
41.0037231445313,29.2730712890625,Cadde (Kavşak ve Refüj),KILIÇARSLAN CADDESİ,Sultanbeyli,40.99996896,29.27558617
41.0531616210938,28.9654541015625,Park,MAHMUT ŞEVKET PAŞA PARKI,Kağıthane,41.05445342,28.96155417
41.0531616210938,28.9654541015625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",OKMEYDANI KAVŞAĞI,Kağıthane,41.05517308,28.96031527
40.9103393554688,29.1632080078125,Kamu,İSTANBUL BÖLGE ADLİYE MAHKEMESİ BAHÇESİ,Kartal,40.90990857,29.15821373
40.8663940429688,29.2620849609375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ALTKAYNARCA SAHİL BAĞLANTI YOLU ORTA VE YAN REFÜJLER,Pendik,40.86801234,29.26566839
40.8663940429688,29.2620849609375,Cadde (Kavşak ve Refüj),KAYNARCA MAHALLESİ KANUNİ SULTAN SÜLEYMAN CADDESİ ORTA REFÜJLER,Pendik,40.87031535,29.26095164
41.0202026367188,28.7786865234375,Kamu,İBB KÜÇÜKÇEKMECE SÖĞÜTLÜÇEŞME MAHALLESİ ÇEM BAHÇESİ,Küçükçekmece,41.02292543,28.78341258
40.9872436523438,29.0203857421875,Meydan,KADIKÖY MEYDANI,Kadıköy,40.990298,29.020912
40.9872436523438,29.0203857421875,Park,MODA İNCİBURNU PARKI,Kadıköy,40.98603527,29.02043402
41.1355590820313,28.9434814453125,Kamu,KEMERBURGAZ SAHİPSİZ HAYVAN GEÇİCİ BAKIMEVİ BAHÇESİ,Eyüpsultan,41.13765786,28.93893745
41.1026000976563,28.8006591796875,Park,GÖÇMEN KONUTLARI PARKI,Başakşehir,41.10188282,28.80011201
41.1026000976563,28.8006591796875,Meydan,YEŞİL VADİ CADDESİ SAAT KULESİ VE ÇEVRESİ,Başakşehir,41.10384264,28.80477836
41.0037231445313,28.9544677734375,Metro Çıkışı,YENİKAPI MARMARAY METRO İSTASYONU,Fatih,41.00569842,28.95234883
41.0037231445313,28.9544677734375,Park,GENÇLİK PARKI,Fatih,41.00424509,28.95488620
41.1080932617188,28.8006591796875,Cadde (Kavşak ve Refüj),BAŞAKŞEHİR HÜRRİYET BULVARI ORTA VE YAN REFÜJLER,Başakşehir,41.10884736,28.79542351
41.1080932617188,28.8006591796875,Park,BAŞAKŞEHİR ONURKENT PARKI - 2,Başakşehir,41.10798946,28.79487500
41.1080932617188,28.8006591796875,Metro Çıkışı,METROKENT METRO İSTASYONU,Başakşehir,41.10720431,28.80120099
41.1080932617188,28.8006591796875,Kamu,BAŞAKŞEHİR BÖLGE ŞEFLİK BAHÇESİ,Başakşehir,41.10839871,28.80364716
41.0861206054688,29.0643310546875,Park,ANADOLU HİSARI MÜZE BAHÇESİ,Beykoz,41.08228984,29.06676516
41.1026000976563,29.0753173828125,Koru,HİDİV KORUSU,Beykoz,41.10483000,29.07460000
41.0311889648438,28.9654541015625,Park,CEZAYİRLİ HASAN PAŞA PARKI,Beyoğlu,41.03038799,28.96706879
41.0311889648438,28.9654541015625,Meydan,ŞİŞHANE MEYDANI,Beyoğlu,41.02838888,28.96941304
41.0311889648438,28.9654541015625,Cadde (Kavşak ve Refüj),TURABİ BABA - BAHARİYE CADDESİ ORTA VE YAN REFÜJLER,Beyoğlu,41.03201879,28.96621853
41.0311889648438,28.9654541015625,Park,KADI MEHMET EFENDİ PARKI,Beyoğlu,41.03397732,28.96411568
41.0311889648438,28.9654541015625,Cadde (Kavşak ve Refüj),KASIMPAŞA HAMAM ÖNÜ,Beyoğlu,41.03381141,28.96816313
41.0092163085938,29.0203857421875,Cadde (Kavşak ve Refüj),HAYDARPAŞA NUMUNE HASTANESİ ÖNÜ,Kadıköy,41.00625784,29.02177328
41.0092163085938,29.0203857421875,Park,ANKARA ÜÇGENİ PARKI,Üsküdar,41.00634816,29.02139425
41.0092163085938,29.0203857421875,Cadde (Kavşak ve Refüj),ÇİÇEKÇİ YAN REFÜJLER,Üsküdar,41.01313055,29.01782423
41.0092163085938,29.0203857421875,Cadde (Kavşak ve Refüj),DR. EYÜP AKSOY CADDESİ ORTA VE YAN REFÜJLER,Üsküdar,41.00676839,29.02475663
41.0092163085938,29.0203857421875,Park,SELİMİYE PARKI,Üsküdar,41.01049945,29.01942283
41.0092163085938,29.0203857421875,Kamu,SOSYAL HİZMETLER MERKEZİ BAHÇESİ,Üsküdar,41.00926320,29.02111638
41.1520385742188,28.1414794921875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM KINALI KAVŞAĞI - ÇERKEZKÖY KAVŞAĞI ARASI YAN REFÜJLER,Silivri,41.15579403,28.14161682
41.0971069335938,29.0863037109375,Cadde (Kavşak ve Refüj),MİHRABAT CADDESİ ORTA VE YAN REFÜJLER,Beykoz,41.09706825,29.08108950
